url,available language,word_count_to_translate,estimated_word_count_translated
https://en.wikipedia.org/wiki/Cristine_Santanna,en,27,8
https://en.wikipedia.org/wiki/Emelda_Piata_Zessi,en,36,11
https://en.wikipedia.org/wiki/Raïssa_Nasser,en,35,11
https://en.wikipedia.org/wiki/Choaib_Belhaj_Salah,en,35,11
https://en.wikipedia.org/wiki/Mohamed_Arafet_Naceur,en,35,11
https://en.wikipedia.org/wiki/Madeleine_Bodo_Essissima,en,37,12
https://en.wikipedia.org/wiki/Arena_Santos,en,38,12
https://en.wikipedia.org/wiki/Mohamed_Badawy,en,40,13
https://en.wikipedia.org/wiki/Fawziya_Abdoulkarim,en,43,14
https://en.wikipedia.org/wiki/Isabela_Da_Silveira,en,47,15
https://en.wikipedia.org/wiki/Eva_Cruz,en,46,15
https://en.wikipedia.org/wiki/Delano_Thomas,en,46,15
https://en.wikipedia.org/wiki/Mohamed_Masoud_(volleyball),en,52,16
https://en.wikipedia.org/wiki/Adriano_Xavier,en,50,16
https://en.wikipedia.org/wiki/Ahmed_Afifi_(volleyball),en,51,16
https://en.wikipedia.org/wiki/Adriano_Garrido,en,50,16
https://en.wikipedia.org/wiki/Tainara_Santos,en,50,16
https://en.wikipedia.org/wiki/Lukas_Bergmann,en,50,16
https://en.wikipedia.org/wiki/Olaya_Pérez_Pazo,en,54,17
https://en.wikipedia.org/wiki/Norisbeth_Agudo,en,53,17
https://en.wikipedia.org/wiki/Yosvani_González,en,54,17
https://en.wikipedia.org/wiki/Andrezza_Martins,en,53,17
https://en.wikipedia.org/wiki/Lars_Flüggen,en,55,17
https://en.wikipedia.org/wiki/Jiang_Jixiu,en,54,17
https://en.wikipedia.org/wiki/Lula_Barbosa,en,58,18
https://en.wikipedia.org/wiki/Ángel_Pérez_(volleyball),en,56,18
https://en.wikipedia.org/wiki/Adnan_Manko,en,56,18
https://en.wikipedia.org/wiki/Charnette_Fair,en,56,18
https://en.wikipedia.org/wiki/Danielle_Ellis,en,56,18
https://en.wikipedia.org/wiki/Luizão_Corrêa,en,58,18
https://en.wikipedia.org/wiki/Lucas_Chávez_(volleyball),en,56,18
https://en.wikipedia.org/wiki/Jefferson_Pereira,en,58,18
https://en.wikipedia.org/wiki/Ignacio_Ramírez_(volleyball),en,60,19
https://en.wikipedia.org/wiki/Yonder_García,en,60,19
https://en.wikipedia.org/wiki/Michael_Sánchez,en,60,19
https://en.wikipedia.org/wiki/Omar_Hassan_(volleyball),en,60,19
https://en.wikipedia.org/wiki/José_Rivera_(volleyball),en,60,19
https://en.wikipedia.org/wiki/Alexis_Matías,en,64,20
https://en.wikipedia.org/wiki/Larysa_Ponomarenko,en,65,21
https://en.wikipedia.org/wiki/Paulo_Emilio_Silva,en,65,21
https://en.wikipedia.org/wiki/Liván_Osoria,en,72,23
https://en.wikipedia.org/wiki/Ismet_Godinjak,en,71,23
https://en.wikipedia.org/wiki/Laura_Tomes,en,76,24
https://en.wikipedia.org/wiki/Odelvis_Dominico,en,75,24
https://en.wikipedia.org/wiki/Cassie_Busse,en,75,24
https://en.wikipedia.org/wiki/Celso_Brum_Junior,en,76,24
https://en.wikipedia.org/wiki/Ahmed_Abdelaal_(volleyball),en,77,25
https://en.wikipedia.org/wiki/Rodrigo_Pernambuco,en,80,26
https://en.wikipedia.org/wiki/Yolande_Amana_Guigolo,en,85,27
https://en.wikipedia.org/wiki/Ginásio_Álvaro_Vieira_Lima,en,85,27
https://en.wikipedia.org/wiki/Stéphanie_Fotso_Mogoung,en,85,27
https://en.wikipedia.org/wiki/Jamie_Broder,en,83,27
https://en.wikipedia.org/wiki/Monika_Brzostek,en,83,27
https://en.wikipedia.org/wiki/Robin_Seidl,en,86,28
https://en.wikipedia.org/wiki/Konstantin_Bakun,en,86,28
https://en.wikipedia.org/wiki/Larysa_Klochkova,en,88,28
https://en.wikipedia.org/wiki/Victoire_L'or_Ngon_Ntame,en,91,29
https://en.wikipedia.org/wiki/Chantal_Beauchesne,en,90,29
https://en.wikipedia.org/wiki/Sabahudin_Delalić,en,91,29
https://en.wikipedia.org/wiki/Artem_Ermakov,en,90,29
https://en.wikipedia.org/wiki/Dmitri_Barsuk,en,89,29
https://en.wikipedia.org/wiki/Laura_Giombini,en,91,29
https://en.wikipedia.org/wiki/Henriette_Koulla,en,94,30
https://en.wikipedia.org/wiki/Olympico_Club_(Belo_Horizonte),en,94,30
https://en.wikipedia.org/wiki/Rolando_Jurquin,en,94,30
https://en.wikipedia.org/wiki/Sthéfanie_Tiele_Martins_Paulino,en,94,30
https://en.wikipedia.org/wiki/Zoila_La_Rosa,en,93,30
https://en.wikipedia.org/wiki/Killara_Mattos,en,94,30
https://en.wikipedia.org/wiki/Kinga_Wojtasik,en,97,31
https://en.wikipedia.org/wiki/Ginásio_Aecim_Tocantins,en,96,31
https://en.wikipedia.org/wiki/Christelle_Tchoudjang_Nana,en,97,31
https://en.wikipedia.org/wiki/José_Luis_González_(volleyball),en,98,31
https://en.wikipedia.org/wiki/Shara_Venegas,en,101,32
https://en.wikipedia.org/wiki/1989_Men's_South_American_Volleyball_Championship,en,100,32
https://en.wikipedia.org/wiki/1991_Men's_South_American_Volleyball_Championship,en,100,32
https://en.wikipedia.org/wiki/1995_Men's_South_American_Volleyball_Championship,en,100,32
https://en.wikipedia.org/wiki/Alex_Ranghieri,en,104,33
https://en.wikipedia.org/wiki/1958_Men's_South_American_Volleyball_Championship,en,102,33
https://en.wikipedia.org/wiki/Luiz_Zech,en,102,33
https://en.wikipedia.org/wiki/Regina_Vilela,en,102,33
https://en.wikipedia.org/wiki/Cecília_Menezes,en,104,33
https://en.wikipedia.org/wiki/1967_Men's_South_American_Volleyball_Championship,en,102,33
https://en.wikipedia.org/wiki/1983_Men's_South_American_Volleyball_Championship,en,106,34
https://en.wikipedia.org/wiki/Fernanda_Kuchenbecker,en,110,35
https://en.wikipedia.org/wiki/Erna_Brinkman,en,109,35
https://en.wikipedia.org/wiki/Ekaterina_Birlova,en,109,35
https://en.wikipedia.org/wiki/Demián_González,en,108,35
https://en.wikipedia.org/wiki/Tatiana_Alves_dos_Santos,en,110,35
https://en.wikipedia.org/wiki/Berthrade_Bikatal,en,108,35
https://en.wikipedia.org/wiki/Jorge_Terceiro,en,110,35
https://en.wikipedia.org/wiki/Eduarda_Kraisch,en,110,35
https://en.wikipedia.org/wiki/Rodman_Valera,en,112,36
https://en.wikipedia.org/wiki/Andrey_Ashchev,en,112,36
https://en.wikipedia.org/wiki/Juan_Carlos_Blanco_(volleyball),en,112,36
https://en.wikipedia.org/wiki/Floripa_Esporte_Clube,en,114,37
https://en.wikipedia.org/wiki/Enrique_Escalante,en,122,39
https://en.wikipedia.org/wiki/Pedro_Cunha_(volleyball),en,120,39
https://en.wikipedia.org/wiki/Felipe_Airton_Banderò,en,128,41
https://en.wikipedia.org/wiki/Yue_Yuan,en,131,42
https://en.wikipedia.org/wiki/Isabelle_Forrer,en,130,42
https://en.wikipedia.org/wiki/Wang_Fan_(beach_volleyball),en,131,42
https://en.wikipedia.org/wiki/Markus_Böckermann,en,133,43
https://en.wikipedia.org/wiki/Ginásio_José_Corrêa,en,134,43
https://en.wikipedia.org/wiki/Francyne_Aparecida,en,134,43
https://en.wikipedia.org/wiki/Diana_Duarte,en,136,44
https://en.wikipedia.org/wiki/Lyara_Medeiros,en,139,45
https://en.wikipedia.org/wiki/Alexander_Huber_(beach_volleyball),en,138,45
https://en.wikipedia.org/wiki/Christiaan_Varenhorst,en,141,46
https://en.wikipedia.org/wiki/Renan_Purificação,en,147,47
https://en.wikipedia.org/wiki/Ary_Graça,en,144,47
https://en.wikipedia.org/wiki/Mirzet_Duran,en,149,48
https://en.wikipedia.org/wiki/Ana_Beatriz_Silva,en,150,48
https://en.wikipedia.org/wiki/Grzegorz_Fijałek,en,150,48
https://en.wikipedia.org/wiki/Mamdouh_Abdelrehim,en,150,48
https://en.wikipedia.org/wiki/Sophie_van_Gestel,en,148,48
https://en.wikipedia.org/wiki/José_da_Costa_(volleyball),en,150,48
https://en.wikipedia.org/wiki/Alexandre_Abeid,en,153,49
https://en.wikipedia.org/wiki/Sérgio_Pinheiro,en,153,49
https://en.wikipedia.org/wiki/Ana_Paula_Mello,en,156,50
https://en.wikipedia.org/wiki/Dayse_Figueiredo,en,156,50
https://en.wikipedia.org/wiki/Raydel_Hierrezuelo,en,154,50
https://en.wikipedia.org/wiki/Rita_Teixeira,en,154,50
https://en.wikipedia.org/wiki/Simone_Storm,en,154,50
https://en.wikipedia.org/wiki/Metawa_Abouelkhir,en,155,50
https://en.wikipedia.org/wiki/Yusleinis_Herrera,en,154,50
https://en.wikipedia.org/wiki/Jorge_de_Souza_(volleyball),en,160,52
https://en.wikipedia.org/wiki/Riad_Ribeiro,en,162,52
https://en.wikipedia.org/wiki/Adrian_Carambula,en,160,52
https://en.wikipedia.org/wiki/Luis_Díaz_(volleyball),en,160,52
https://en.wikipedia.org/wiki/Javier_Jiménez_(volleyball),en,161,52
https://en.wikipedia.org/wiki/Stephanie_Enright,en,163,53
https://en.wikipedia.org/wiki/Evgenia_Ukolova,en,164,53
https://en.wikipedia.org/wiki/Piotr_Kantor,en,165,53
https://en.wikipedia.org/wiki/Goiânia_Arena,en,168,54
https://en.wikipedia.org/wiki/Pamela_Barrera,en,166,54
https://en.wikipedia.org/wiki/Jantine_van_der_Vlist,en,170,55
https://en.wikipedia.org/wiki/Hossam_Abdalla,en,169,55
https://en.wikipedia.org/wiki/Franck_Lafitte,en,169,55
https://en.wikipedia.org/wiki/Thiago_Sens,en,174,56
https://en.wikipedia.org/wiki/Osniel_Melgarejo,en,177,57
https://en.wikipedia.org/wiki/Clemens_Doppler,en,175,57
https://en.wikipedia.org/wiki/Janaína_Cunha,en,177,57
https://en.wikipedia.org/wiki/Andreia_Marras,en,180,58
https://en.wikipedia.org/wiki/Ana_Lima_(volleyball),en,178,58
https://en.wikipedia.org/wiki/Ana_Maria_Gosling,en,180,58
https://en.wikipedia.org/wiki/Mariusz_Prudel,en,181,59
https://en.wikipedia.org/wiki/Murray_Grapentine,en,183,59
https://en.wikipedia.org/wiki/Konstantin_Semenov,en,181,59
https://en.wikipedia.org/wiki/Britta_Büthe,en,185,60
https://en.wikipedia.org/wiki/Bartosz_Łosiak,en,186,60
https://en.wikipedia.org/wiki/Daniel_McDonnell,en,189,61
https://en.wikipedia.org/wiki/Lara_Nobre,en,189,61
https://en.wikipedia.org/wiki/Vanessa_Virgen,en,189,61
https://en.wikipedia.org/wiki/Filipe_Ferraz,en,192,62
https://en.wikipedia.org/wiki/FUNADEM_Montes_Claros,en,198,64
https://en.wikipedia.org/wiki/Halim_Ebo,en,202,65
https://en.wikipedia.org/wiki/Joelison_Fernandes_da_Silva,en,202,65
https://en.wikipedia.org/wiki/Paulão_Moreira,en,202,65
https://en.wikipedia.org/wiki/Javier_Concepción,en,202,65
https://en.wikipedia.org/wiki/Safet_Alibašić,en,201,65
https://en.wikipedia.org/wiki/Nicole_Laird,en,203,66
https://en.wikipedia.org/wiki/Wagner_Rocha,en,204,66
https://en.wikipedia.org/wiki/James_Polster,en,207,67
https://en.wikipedia.org/wiki/Karla_Borger,en,208,67
https://en.wikipedia.org/wiki/Oreol_Camejo,en,207,67
https://en.wikipedia.org/wiki/Adrián_Goide,en,209,68
https://en.wikipedia.org/wiki/Lindsey_Hunter_(volleyball),en,210,68
https://en.wikipedia.org/wiki/Kim_Su-ji_(volleyball),en,213,69
https://en.wikipedia.org/wiki/Ezequiel_Palacios,en,213,69
https://en.wikipedia.org/wiki/Anzhelika_Churkina,en,214,69
https://en.wikipedia.org/wiki/Carolina_Horta,en,212,69
https://en.wikipedia.org/wiki/Yadrian_Escobar_Silva,en,215,70
https://en.wikipedia.org/wiki/Cherif_Younousse,en,216,70
https://en.wikipedia.org/wiki/Morena_Franchi,en,219,71
https://en.wikipedia.org/wiki/Mário_Dunlop,en,222,72
https://en.wikipedia.org/wiki/Paulo_Sevciuc,en,222,72
https://en.wikipedia.org/wiki/Xu_Jie_(sitting_volleyball),en,225,73
https://en.wikipedia.org/wiki/Athos_Costa,en,228,74
https://en.wikipedia.org/wiki/João_Graneiro,en,231,75
https://en.wikipedia.org/wiki/Deraldo_Wanderley,en,231,75
https://en.wikipedia.org/wiki/Felipe_Roque_(volleyball),en,232,75
https://en.wikipedia.org/wiki/Paulo_Roese,en,231,75
https://en.wikipedia.org/wiki/Fernanda_Silva,en,231,75
https://en.wikipedia.org/wiki/Paulo_Peterle,en,231,75
https://en.wikipedia.org/wiki/Décio_Cattaruzzi,en,231,75
https://en.wikipedia.org/wiki/Jorge_Delano,en,231,75
https://en.wikipedia.org/wiki/Sérgio_Danilas,en,231,75
https://en.wikipedia.org/wiki/Gerson_Schuch,en,232,75
https://en.wikipedia.org/wiki/Mário_Procopio,en,231,75
https://en.wikipedia.org/wiki/Ana_Cláudia_Ramos,en,234,76
https://en.wikipedia.org/wiki/Denise_Mattioli,en,237,77
https://en.wikipedia.org/wiki/Luiza_Machado,en,237,77
https://en.wikipedia.org/wiki/Sara_Joya,en,240,78
https://en.wikipedia.org/wiki/Template:Brazil_men's_volleyball_squad_2018_World_Championship,en,239,78
https://en.wikipedia.org/wiki/Leonídio_de_Pra,en,240,78
https://en.wikipedia.org/wiki/Ahmed_Kotb,en,241,78
https://en.wikipedia.org/wiki/Elói_de_Oliveira,en,240,78
https://en.wikipedia.org/wiki/Benjamin_Insfran,en,243,79
https://en.wikipedia.org/wiki/Ashraf_Abouelhassan,en,242,79
https://en.wikipedia.org/wiki/Eliana_Aleixo,en,243,79
https://en.wikipedia.org/wiki/Debora_Seilhamer,en,245,79
https://en.wikipedia.org/wiki/Dora_Castanheira,en,243,79
https://en.wikipedia.org/wiki/Pablo_Herrera_(beach_volleyball),en,246,80
https://en.wikipedia.org/wiki/Mônica_da_Silva_(volleyball),en,246,80
https://en.wikipedia.org/wiki/Sergio_González_(beach_volleyball),en,247,80
https://en.wikipedia.org/wiki/Luciana_Nascimento,en,250,81
https://en.wikipedia.org/wiki/Nivaldo_Díaz,en,250,81
https://en.wikipedia.org/wiki/Estefania_Souza,en,252,82
https://en.wikipedia.org/wiki/Fábio_Marcelino,en,255,83
https://en.wikipedia.org/wiki/Simone_Buti,en,255,83
https://en.wikipedia.org/wiki/Henrique_Honorato,en,255,83
https://en.wikipedia.org/wiki/Mayany_de_Souza,en,258,84
https://en.wikipedia.org/wiki/Hamilton_de_Oliveira,en,261,85
https://en.wikipedia.org/wiki/Carolina_Azedo,en,264,86
https://en.wikipedia.org/wiki/Laetitia_Moma_Bassoko,en,267,87
https://en.wikipedia.org/wiki/Carlos_Schwanke,en,267,87
https://en.wikipedia.org/wiki/Ana_Lúcia_Barros,en,272,88
https://en.wikipedia.org/wiki/Asim_Medić,en,272,88
https://en.wikipedia.org/wiki/José_Marcelino,en,279,91
https://en.wikipedia.org/wiki/Gastón_Giani,en,280,91
https://en.wikipedia.org/wiki/Daria_Malygina,en,284,92
https://en.wikipedia.org/wiki/Lorenne_Teixeira,en,284,92
https://en.wikipedia.org/wiki/Guilherme_Marques,en,290,94
https://en.wikipedia.org/wiki/Rafael_Redwitz,en,292,95
https://en.wikipedia.org/wiki/Rogério_Ferreira,en,292,95
https://en.wikipedia.org/wiki/Patrícia_Cocco,en,294,95
https://en.wikipedia.org/wiki/Talmo_Oliveira,en,297,96
https://en.wikipedia.org/wiki/Igor_Kobzar,en,295,96
https://en.wikipedia.org/wiki/Darien_Ferrer,en,297,96
https://en.wikipedia.org/wiki/Tiago_Brendle,en,300,97
https://en.wikipedia.org/wiki/Marina_Daloca,en,298,97
https://en.wikipedia.org/wiki/Robert_Meeuwsen,en,303,98
https://en.wikipedia.org/wiki/Kátia_Lopes,en,304,99
https://en.wikipedia.org/wiki/Angélica_Malinverno,en,304,99
https://en.wikipedia.org/wiki/Aderval_Arvani,en,308,100
https://en.wikipedia.org/wiki/Eliani_da_Costa,en,312,101
https://en.wikipedia.org/wiki/Lin_Li_(volleyball),en,313,102
https://en.wikipedia.org/wiki/Cássio_Pereira,en,321,104
https://en.wikipedia.org/wiki/Renata_Ribeiro,en,324,105
https://en.wikipedia.org/wiki/Nađa_Ninković,en,322,105
https://en.wikipedia.org/wiki/Kerly_Santos,en,324,105
https://en.wikipedia.org/wiki/Cristina_Lopes_(volleyball),en,324,105
https://en.wikipedia.org/wiki/Fernando_Morales_(volleyball),en,330,107
https://en.wikipedia.org/wiki/Víctor_Rivera_(volleyball),en,329,107
https://en.wikipedia.org/wiki/Ana_Paula_Alves,en,330,107
https://en.wikipedia.org/wiki/Pierre_Pujol,en,331,108
https://en.wikipedia.org/wiki/Alexander_Brouwer,en,333,108
https://en.wikipedia.org/wiki/Ivonete_das_Neves,en,336,109
https://en.wikipedia.org/wiki/Roberto_Lopes_da_Costa,en,336,109
https://en.wikipedia.org/wiki/Gina_del_Rosario,en,336,109
https://en.wikipedia.org/wiki/Adrián_Gavira,en,352,114
https://en.wikipedia.org/wiki/Associação_Desportiva_Brusque,en,356,116
https://en.wikipedia.org/wiki/Camila_Leiria,en,356,116
https://en.wikipedia.org/wiki/Andrea_Moraes,en,356,116
https://en.wikipedia.org/wiki/Mohamed_Al_Hachdadi,en,371,121
https://en.wikipedia.org/wiki/Carlos_Tejeda,en,371,121
https://en.wikipedia.org/wiki/Otávio_Pinto,en,372,121
https://en.wikipedia.org/wiki/Gizele_Maria_da_Costa_Dias,en,375,122
https://en.wikipedia.org/wiki/Wallace_Martins,en,376,122
https://en.wikipedia.org/wiki/Nilson_Nelson_Gymnasium,en,377,123
https://en.wikipedia.org/wiki/Doaa_Elghobashy,en,378,123
https://en.wikipedia.org/wiki/Kenia_Moreta,en,377,123
https://en.wikipedia.org/wiki/João_Jens,en,380,124
https://en.wikipedia.org/wiki/Kelly_Fraga,en,380,124
https://en.wikipedia.org/wiki/Marco_Antônio_Volpi,en,384,125
https://en.wikipedia.org/wiki/Matías_Sánchez_(volleyball),en,387,126
https://en.wikipedia.org/wiki/Yurie_Nabeya,en,387,126
https://en.wikipedia.org/wiki/Heloísa_Roese,en,388,126
https://en.wikipedia.org/wiki/Nick_Lucena,en,398,129
https://en.wikipedia.org/wiki/Décio_de_Azevedo,en,396,129
https://en.wikipedia.org/wiki/Badalhoca,en,404,131
https://en.wikipedia.org/wiki/Guilherme_Rech,en,402,131
https://en.wikipedia.org/wiki/Sonia_Benedito,en,404,131
https://en.wikipedia.org/wiki/Rafael_Araújo_(volleyball),en,404,131
https://en.wikipedia.org/wiki/Fernando_Ávila,en,405,132
https://en.wikipedia.org/wiki/Lenice_Oliveira,en,405,132
https://en.wikipedia.org/wiki/Novica_Bjelica,en,409,133
https://en.wikipedia.org/wiki/Lee_Hyo-hee,en,413,134
https://en.wikipedia.org/wiki/Daniele_Lupo,en,413,134
https://en.wikipedia.org/wiki/Carlos_Eduardo_Albano_Feitosa,en,414,135
https://en.wikipedia.org/wiki/Alexandra_Oquendo,en,418,136
https://en.wikipedia.org/wiki/Ana_Luísa_Aparecida,en,420,137
https://en.wikipedia.org/wiki/Katia_Rodrigues,en,420,137
https://en.wikipedia.org/wiki/Rui_Nascimento,en,420,137
https://en.wikipedia.org/wiki/Casey_Patterson_(beach_volleyball),en,425,138
https://en.wikipedia.org/wiki/Sofía_Mercedes,en,424,138
https://en.wikipedia.org/wiki/Joana_Heidrich,en,425,138
https://en.wikipedia.org/wiki/Victor_Barcellos_Borges,en,430,140
https://en.wikipedia.org/wiki/Neneca_(volleyball),en,432,141
https://en.wikipedia.org/wiki/Rebecca_Cavalcante,en,432,141
https://en.wikipedia.org/wiki/Pavel_Pimienta,en,440,143
https://en.wikipedia.org/wiki/Andressa_Picussa,en,440,143
https://en.wikipedia.org/wiki/Justin_Duff,en,442,144
https://en.wikipedia.org/wiki/Henrique_Randow,en,446,145
https://en.wikipedia.org/wiki/Priscila_Oliveira,en,448,146
https://en.wikipedia.org/wiki/Barbora_Hermannová,en,448,146
https://en.wikipedia.org/wiki/Madelein_Meppelink,en,452,147
https://en.wikipedia.org/wiki/Ginásio_Poliesportivo_Wlamir_Marques,en,452,147
https://en.wikipedia.org/wiki/Markéta_Sluková,en,452,147
https://en.wikipedia.org/wiki/Alessia_Gennari,en,456,148
https://en.wikipedia.org/wiki/João_Paulo_Tavares,en,471,153
https://en.wikipedia.org/wiki/Hwang_Youn-joo,en,471,153
https://en.wikipedia.org/wiki/Alexandre_Kalache_(volleyball),en,471,153
https://en.wikipedia.org/wiki/Nam_Jie-youn,en,471,153
https://en.wikipedia.org/wiki/Jan_Martínez_Franchi,en,474,154
https://en.wikipedia.org/wiki/Elisângela_Paulino,en,480,156
https://en.wikipedia.org/wiki/Letícia_Hage,en,480,156
https://en.wikipedia.org/wiki/Ben_Saxton,en,478,156
https://en.wikipedia.org/wiki/Francynne_Jacintho,en,482,157
https://en.wikipedia.org/wiki/Rosalín_Ángeles,en,481,157
https://en.wikipedia.org/wiki/José_Ramalho_(volleyball),en,489,159
https://en.wikipedia.org/wiki/Emanuel_Newdon,en,489,159
https://en.wikipedia.org/wiki/Regina_Uchoa,en,492,160
https://en.wikipedia.org/wiki/Harley_Marques_Silva,en,494,161
https://en.wikipedia.org/wiki/Dustin_Watten,en,495,161
https://en.wikipedia.org/wiki/Natasha_Farinea,en,500,163
https://en.wikipedia.org/wiki/Josefina_Fernández,en,502,163
https://en.wikipedia.org/wiki/Aderlandi_Silva,en,501,163
https://en.wikipedia.org/wiki/Bae_Yoo-na,en,508,165
https://en.wikipedia.org/wiki/Template:Brazil-volleyball-bio-stub,en,510,166
https://en.wikipedia.org/wiki/Renato_Gomes,en,514,167
https://en.wikipedia.org/wiki/João_Cláudio_França,en,516,168
https://en.wikipedia.org/wiki/Viacheslav_Krasilnikov,en,520,169
https://en.wikipedia.org/wiki/Katelyn_Wright,en,519,169
https://en.wikipedia.org/wiki/Jānis_Šmēdiņš,en,520,169
https://en.wikipedia.org/wiki/Kim_Hae-ran,en,529,172
https://en.wikipedia.org/wiki/1991_FIVB_Volleyball_Men's_Club_World_Championship,en,528,172
https://en.wikipedia.org/wiki/Paolo_Nicolai,en,527,172
https://en.wikipedia.org/wiki/Carlos_Eduardo_Silva,en,538,175
https://es.wikipedia.org/wiki/Pedro_Rangel,es,58,177
https://en.wikipedia.org/wiki/Anouk_Vergé-Dépré,en,544,177
https://en.wikipedia.org/wiki/Elena_Ezhova,en,547,178
https://en.wikipedia.org/wiki/Iván_Contreras,en,549,179
https://en.wikipedia.org/wiki/Ana_Paula_de_Tassis,en,554,180
https://en.wikipedia.org/wiki/Michelle_Pavão,en,554,180
https://en.wikipedia.org/wiki/Juiz_de_Fora_Vôlei,en,552,180
https://en.wikipedia.org/wiki/Felipe_Lourenço_da_Silva,en,555,181
https://en.wikipedia.org/wiki/Sylvia_Roll,en,557,181
https://en.wikipedia.org/wiki/Jolan_Wong,en,559,182
https://en.wikipedia.org/wiki/Nizam_Čančar,en,566,184
https://en.wikipedia.org/wiki/Alessandra_Fratoni,en,567,185
https://es.wikipedia.org/wiki/Andréa_Teixeira,es,61,186
https://en.wikipedia.org/wiki/Reinder_Nummerdor,en,572,186
https://en.wikipedia.org/wiki/Darlan_Souza,en,572,186
https://en.wikipedia.org/wiki/Kristina_May,en,574,187
https://en.wikipedia.org/wiki/Egor_Kliuka,en,596,194
https://en.wikipedia.org/wiki/Florencia_Busquets,en,599,195
https://en.wikipedia.org/wiki/Sanja_Malagurski,en,607,198
https://en.wikipedia.org/wiki/Dallas_Soonias,en,611,199
https://en.wikipedia.org/wiki/Cláudia_da_Silva,en,612,199
